folder,sample,E_g_eV,E_g_R2,E_g_conf,edge_slope,transition_width,E_u_meV,E_u_R2,E_u_conf,A_sub,A_sub_raw,A_sub_coverage,A_sub_conf,E_g_region_start,E_g_region_end,E_u_region_start,E_u_region_end,A_sub_region_start,A_sub_region_end,A_sub_ideal_start,baseline_corrected,baseline_delta,baseline_known_Eg,baseline_calibrator
ndefects_data/ndefects_055_data,cn-s,2.5864,0.997723,high,2.8379,0.2563,277.84,0.999945,high,0.023479,0.011739,1.0000,high,2.8250,3.0813,2.2567,2.3918,1.8918,2.3918,1.8918,False,0.000000,0.0000,
ndefects_data/ndefects_057_data,cn,2.5506,0.995887,medium,3.1620,0.1543,137.92,0.999493,high,0.017518,0.006241,0.7125,medium,2.7596,2.9139,2.0110,2.1327,1.7765,2.1327,1.6327,False,0.000000,0.0000,
ndefects_data/ndefects_057_data,cnt-12,2.5383,0.995166,medium,2.5655,0.2056,265.54,0.999379,high,0.059040,0.029520,1.0000,high,2.8062,3.0118,2.1607,2.2992,1.7992,2.2992,1.7992,False,0.000000,0.0000,
ndefects_data/ndefects_057_data,cnt-16,2.5048,0.997194,high,2.3774,0.1792,311.91,0.998450,high,0.095342,0.047671,1.0000,high,2.8326,3.0118,2.1607,2.2992,1.7992,2.2992,1.7992,False,0.000000,0.0000,
ndefects_data/ndefects_057_data,cnt-8,2.4788,0.998205,high,2.3429,0.1906,221.80,0.997895,high,0.023247,0.011623,1.0000,high,2.7692,2.9598,2.2291,2.3768,1.8768,2.3768,1.8768,False,0.000000,0.0000,
ndefects_data/ndefects_058_data,bcn,2.5511,0.990045,medium,2.6472,0.2926,222.13,0.997923,high,0.034789,0.012731,0.7319,medium,2.7547,3.0473,2.1582,2.2817,1.9158,2.2817,1.7817,False,0.000000,0.0000,
ndefects_data/ndefects_058_data,cnns,2.3715,0.997470,high,1.3009,0.4926,296.79,0.993467,medium,0.232067,0.078190,0.6739,medium,3.1336,3.6262,2.1322,2.2527,1.9158,2.2527,1.7527,False,0.000000,0.0000,
ndefects_data/ndefects_059_data,g-c3n4,2.9403,0.991182,medium,2.5773,0.2904,299.01,0.999458,high,0.139945,0.069973,1.0000,high,3.2997,3.5902,2.4212,2.8468,2.3468,2.8468,2.3468,True,0.003554,2.7000,ndefects_059_abs_g-c3n4
ndefects_data/ndefects_060_data,gcn-0tap,2.5177,0.993806,medium,2.6828,0.2630,617.16,0.999852,high,0.013915,0.006957,1.0000,high,2.7889,3.0518,1.9914,2.2158,1.7158,2.2158,1.7158,False,0.000000,0.0000,
ndefects_data/ndefects_060_data,gcn,2.5686,0.984572,low,2.7206,0.2999,489.77,0.999976,high,0.009986,0.004993,1.0000,high,2.7874,3.0873,2.1201,2.3762,1.8762,2.3762,1.8762,False,0.000000,0.0000,
ndefects_data/ndefects_061_data,acns,1.8602,0.996249,medium,1.5987,0.4976,63.82,0.993783,medium,0.002941,0.001165,0.7926,medium,2.0148,2.5124,1.6577,1.7790,1.3827,1.7790,1.2790,True,0.110563,2.7600,ndefects_061_abs_cn
ndefects_data/ndefects_061_data,cns,2.5950,0.991911,medium,2.7607,0.2520,152.20,0.985259,medium,0.000622,0.000311,1.0000,high,2.9184,3.1704,2.2485,2.4775,1.9775,2.4775,1.9775,True,0.110563,2.7600,ndefects_061_abs_cn
ndefects_data/ndefects_062_data,cn,2.6219,0.983106,low,2.5943,0.2364,115.87,0.983324,medium,0.001722,0.000861,1.0000,high,2.7541,2.9905,2.3760,2.5115,2.0115,2.5115,2.0115,False,0.000000,0.0000,
ndefects_data/ndefects_065_data,gcn,2.3734,0.985488,low,1.4873,0.3719,303.90,0.997584,high,0.030773,0.015387,1.0000,high,2.6368,3.0087,2.1531,2.2855,1.7855,2.2855,1.7855,True,0.079609,2.5600,ndefects_065_abs_gcn
ndefects_data/ndefects_065_data,ncn,2.2263,0.997932,high,2.1387,0.2179,153.24,0.999137,high,0.065925,0.020317,0.6164,medium,2.7036,2.9215,1.9510,2.0783,1.7701,2.0783,1.5783,True,0.079609,2.5600,ndefects_065_abs_gcn
ndefects_data/ndefects_067_data,cn-b,2.7709,0.998885,high,24.7573,0.1674,124.26,0.992794,medium,0.000011,0.000006,1.0000,high,2.8196,2.9870,2.5464,2.6905,2.1905,2.6905,2.1905,False,0.000000,0.0000,
ndefects_data/ndefects_069_data,cn,2.7126,0.997545,high,9.5665,0.2099,166.56,0.999727,high,0.002949,0.001474,1.0000,high,2.8232,3.0331,2.2291,2.3682,1.8682,2.3682,1.8682,False,0.000000,0.0000,
ndefects_data/ndefects_069_data,h-cn,2.7216,0.998814,high,9.7826,0.2286,163.99,0.999905,high,0.002678,0.001339,1.0000,high,2.8489,3.0775,2.3682,2.5351,2.0351,2.5351,2.0351,False,0.000000,0.0000,
ndefects_data/ndefects_069_data,n-cn,2.6684,0.998549,high,7.7070,0.2285,305.30,0.999992,high,0.011495,0.005747,1.0000,high,2.8886,3.1171,2.3404,2.4795,1.9795,2.4795,1.9795,False,0.000000,0.0000,
ndefects_data/ndefects_070_data,melon,2.5310,0.993039,medium,3.7526,0.2567,189.86,0.999471,high,0.007360,0.003680,1.0000,high,2.7018,2.9584,2.2372,2.3994,1.8994,2.3994,1.8994,False,0.000000,0.0000,
ndefects_data/ndefects_070_data,ncn-cnx,2.5252,0.962452,low,4.2855,0.2403,307.46,0.999727,high,0.003916,0.001958,1.0000,high,2.6816,2.9219,2.0787,2.2179,1.7179,2.2179,1.7179,False,0.000000,0.0000,
ndefects_data/ndefects_070_data,urea-cnx,2.7617,0.980646,low,5.7580,0.1812,287.21,0.996493,high,0.009477,0.004739,1.0000,high,2.8523,3.0335,2.4511,2.6471,2.1471,2.6471,2.1471,False,0.000000,0.0000,
ndefects_data/ndefects_071_data,cn-0,2.5828,0.988979,low,2.9074,0.2832,117.90,0.979022,low,0.000277,0.000138,1.0000,high,2.7599,3.0431,2.3009,2.4802,1.9802,2.4802,1.9802,True,0.107899,2.7500,ndefects_071_abs_cn-0
ndefects_data/ndefects_071_data,cn-2,2.5939,0.987695,low,4.4857,0.1963,297.10,0.999922,high,0.000753,0.000377,1.0000,high,2.7298,2.9261,2.2888,2.4662,1.9662,2.4662,1.9662,True,0.107899,2.7500,ndefects_071_abs_cn-0
ndefects_data/ndefects_071_data,cn-3,2.4177,0.987484,low,2.2047,0.3218,210.49,0.999530,high,0.000093,0.000044,0.9520,high,2.7534,3.0752,1.8886,2.0335,1.5575,2.0335,1.5335,True,0.107899,2.7500,ndefects_071_abs_cn-0
ndefects_data/ndefects_071_data,cn-5,2.6304,0.995744,medium,5.4442,0.1313,495.78,0.999462,high,0.027431,0.013715,1.0000,high,2.7643,2.8956,2.2333,2.4019,1.9019,2.4019,1.9019,True,0.107899,2.7500,ndefects_071_abs_cn-0
ndefects_data/ndefects_072_data,di-ur-4-2,2.3617,0.993434,medium,2.1938,0.2861,194.00,0.998610,high,0.042406,0.021203,1.0000,high,2.7757,3.0617,2.0091,2.2672,1.7672,2.2672,1.7672,False,0.000000,0.0000,
ndefects_data/ndefects_072_data,di-ur-4-3,2.4070,0.997776,high,2.1898,0.3641,268.63,0.998778,high,0.043337,0.021668,1.0000,high,2.7807,3.1448,2.0040,2.2335,1.7335,2.2335,1.7335,False,0.000000,0.0000,
ndefects_data/ndefects_072_data,di-ur-4-4,2.3447,0.997630,high,2.0326,0.2519,189.80,0.999345,high,0.036949,0.018474,1.0000,high,2.8860,3.1379,2.0181,2.1736,1.6736,2.1736,1.6736,False,0.000000,0.0000,
ndefects_data/ndefects_072_data,di-ur-4-5,2.4081,0.997607,high,2.1986,0.3331,384.40,0.999824,high,0.029125,0.013957,0.9584,high,2.8018,3.1348,1.8928,2.0339,1.5547,2.0339,1.5339,False,0.000000,0.0000,
ndefects_data/ndefects_072_data,g-c3n4,2.3560,0.992588,medium,2.1737,0.2960,323.97,0.998360,high,0.046871,0.023436,1.0000,high,2.7663,3.0624,1.9072,2.0817,1.5817,2.0817,1.5817,False,0.000000,0.0000,
ndefects_data/ndefects_073_data,g-c3n4,2.3879,0.989898,low,2.4119,0.4078,242.58,0.996745,high,0.070416,0.035208,1.0000,high,2.6908,3.0985,2.0194,2.2571,1.7571,2.2571,1.7571,False,0.000000,0.0000,
ndefects_data/ndefects_073_data,nd-g-c3n4,2.3018,0.995487,medium,2.1112,0.3340,362.02,0.999929,high,0.085221,0.042610,1.0000,high,2.8064,3.1404,2.0351,2.2182,1.7182,2.2182,1.7182,False,0.000000,0.0000,
ndefects_data/ndefects_074_data,co2-pcn,2.6494,0.998646,high,3.0198,0.2882,258.25,0.999528,high,0.018185,0.009093,1.0000,high,2.8644,3.1526,2.2233,2.4036,1.9036,2.4036,1.9036,False,0.000000,0.0000,
ndefects_data/ndefects_074_data,g-c3n4,2.6805,0.993136,medium,3.3452,0.2566,204.35,0.999852,high,0.003227,0.001613,1.0000,high,2.8759,3.1325,2.1674,2.3838,1.8838,2.3838,1.8838,False,0.000000,0.0000,
ndefects_data/ndefects_074_data,h2+co2-pcn,2.6807,0.997147,high,3.1019,0.2334,285.99,0.999974,high,0.023694,0.011847,1.0000,high,2.9369,3.1703,2.3544,2.5708,2.0708,2.5708,2.0708,False,0.000000,0.0000,
ndefects_data/ndefects_074_data,h2-pcn,2.6815,0.996362,medium,3.0380,0.2401,204.55,0.999902,high,0.016619,0.008309,1.0000,high,2.9252,3.1653,2.1446,2.3610,1.8610,2.3610,1.8610,False,0.000000,0.0000,
ndefects_data/ndefects_077_data,g-c3n4,2.4918,0.995556,medium,2.8151,0.2358,408.19,0.999824,high,0.049155,0.024578,1.0000,high,2.7362,2.9721,2.2566,2.3902,1.8902,2.3902,1.8902,False,0.000000,0.0000,
ndefects_data/ndefects_080_data,cn,2.3726,0.985220,low,2.1219,0.3531,209.56,0.997479,high,0.004454,0.002227,1.0000,high,2.8248,3.1779,1.9759,2.2565,1.7565,2.2565,1.7565,False,0.000000,0.0000,
ndefects_data/ndefects_080_data,cnr,2.3948,0.986135,low,2.1401,0.3956,259.94,0.999633,high,0.006512,0.003256,1.0000,high,2.7938,3.1894,2.0540,2.2790,1.7790,2.2790,1.7790,False,0.000000,0.0000,
ndefects_data/ndefects_080_data,ir,2.3947,0.974240,low,1.9995,0.4471,785.28,0.999945,high,0.023972,0.011986,1.0000,high,2.7468,3.1939,1.8453,2.0651,1.5651,2.0651,1.5651,False,0.000000,0.0000,
ndefects_data/ndefects_080_data,pt,2.2468,0.974770,low,1.7537,0.3610,795.55,0.998675,high,0.026499,0.013249,1.0000,high,2.7820,3.1430,1.7960,1.9658,1.4658,1.9658,1.4658,False,0.000000,0.0000,
ndefects_data/ndefects_080_data,ru,2.4827,0.969951,low,2.0626,0.3294,548.05,0.998014,high,0.036752,0.018376,1.0000,high,2.8663,3.1957,2.0632,2.3677,1.8677,2.3677,1.8677,False,0.000000,0.0000,
ndefects_data/ndefects_082_data,g-c3n4-hs,2.4812,0.997308,high,2.8541,0.2349,218.00,0.999312,high,0.000320,0.000160,1.0000,high,2.7614,2.9963,2.1904,2.3413,1.8413,2.3413,1.8413,True,0.103937,3.0200,ndefects_082_abs_g-c3n4
ndefects_data/ndefects_082_data,g-c3n4-oh,2.7159,0.991364,medium,2.7203,0.3364,509.85,0.999185,high,0.010334,0.005167,1.0000,high,2.8629,3.1994,2.3123,2.4877,1.9877,2.4877,1.9877,True,0.103937,3.0200,ndefects_082_abs_g-c3n4
ndefects_data/ndefects_082_data,g-c3n4,2.7557,0.996395,medium,2.9257,0.2501,164.31,0.988745,medium,0.000453,0.000226,1.0000,high,2.9984,3.2485,2.4295,2.6612,2.1612,2.6612,2.1612,True,0.103937,3.0200,ndefects_082_abs_g-c3n4
ndefects_data/ndefects_083_data,gcn-s,2.9451,0.997135,high,15.3812,0.1641,178.36,0.999823,high,0.003242,0.001621,1.0000,high,3.0545,3.2186,2.4917,2.6360,2.1360,2.6360,2.1360,False,0.000000,0.0000,
ndefects_data/ndefects_083_data,gcn,2.6602,0.997296,high,11.8063,0.1852,154.65,0.999674,high,0.004773,0.002386,1.0000,high,2.7849,2.9701,2.4263,2.5703,2.0703,2.5703,2.0703,False,0.000000,0.0000,
ndefects_data/ndefects_084_data,acn-1,2.5449,0.998354,high,2.3694,0.2813,157.02,0.980308,medium,0.000361,0.000180,1.0000,high,2.8096,3.0908,2.1992,2.4645,1.9645,2.4645,1.9645,True,0.094368,2.6600,ndefects_084_abs_g-c3n4
ndefects_data/ndefects_084_data,acn-2,2.4356,0.998041,high,2.0879,0.2972,196.00,0.999528,high,0.000184,0.000092,1.0000,high,2.7817,3.0790,2.0773,2.3124,1.8124,2.3124,1.8124,True,0.094368,2.6600,ndefects_084_abs_g-c3n4
ndefects_data/ndefects_084_data,acn-5,2.0915,0.998763,high,1.5096,0.6763,143.88,0.996801,high,0.000077,0.000034,0.8828,high,2.4672,3.1436,1.8155,1.9926,1.5512,1.9926,1.4926,True,0.094368,2.6600,ndefects_084_abs_g-c3n4
ndefects_data/ndefects_085_data,cn_273,2.4123,0.991807,medium,2.7124,0.1737,330.38,0.999952,high,0.048271,0.024136,1.0000,high,2.8031,2.9768,2.1140,2.2995,1.7995,2.2995,1.7995,False,0.000000,0.0000,
ndefects_data/ndefects_085_data,spcn,2.0110,0.996597,medium,1.5753,0.2353,267.20,0.999818,high,0.105146,0.044128,0.8394,high,2.6801,2.9154,1.7975,1.9300,1.5103,1.9300,1.4300,False,0.000000,0.0000,
ndefects_data/ndefects_085_data,sscn,2.1874,0.997816,high,1.9119,0.2011,235.64,0.998564,high,0.084042,0.042021,1.0000,high,2.7309,2.9320,1.7265,2.0834,1.5834,2.0834,1.5834,False,0.000000,0.0000,
ndefects_data/ndefects_086_data,cn-m,2.4925,0.995683,medium,3.6864,0.1836,312.77,0.999865,high,0.087609,0.043804,1.0000,high,2.7531,2.9368,2.2765,2.4049,1.9049,2.4049,1.9049,False,0.000000,0.0000,
ndefects_data/ndefects_086_data,cn-u,2.4447,0.994135,medium,3.9790,0.1457,399.81,0.998615,high,0.123514,0.061757,1.0000,high,2.7048,2.8505,2.1556,2.2949,1.7949,2.2949,1.7949,False,0.000000,0.0000,
ndefects_data/ndefects_086_data,cn-u10m,2.5339,0.984536,low,5.0723,0.1255,338.16,0.999318,high,0.039286,0.019643,1.0000,high,2.7070,2.8325,2.2346,2.3847,1.8847,2.3847,1.8847,False,0.000000,0.0000,
ndefects_data/ndefects_086_data,cn-u30m,2.4577,0.985883,low,4.1444,0.1758,444.10,0.999288,high,0.127483,0.063741,1.0000,high,2.6771,2.8529,2.2377,2.3617,1.8617,2.3617,1.8617,False,0.000000,0.0000,
ndefects_data/ndefects_087_data,cn,2.5105,0.982111,low,3.2140,0.2663,455.82,0.997073,high,0.059723,0.029862,1.0000,high,2.7907,3.0570,2.2243,2.4110,1.9110,2.4110,1.9110,False,0.000000,0.0000,
ndefects_data/ndefects_087_data,cn180-12,2.4400,0.992223,medium,2.0482,0.3834,318.64,0.999728,high,0.094481,0.043592,0.9228,high,2.8039,3.1873,1.8911,2.0244,1.5630,2.0244,1.5244,False,0.000000,0.0000,
ndefects_data/ndefects_087_data,cn180-4,2.5046,0.988926,low,2.7067,0.3063,279.79,0.999607,high,0.097071,0.048535,1.0000,high,2.8321,3.1385,2.2286,2.4161,1.9161,2.4161,1.9161,False,0.000000,0.0000,
ndefects_data/ndefects_087_data,cn180-8,2.5515,0.990768,medium,2.8631,0.2882,354.34,0.999887,high,0.060643,0.030322,1.0000,high,2.8374,3.1257,2.2594,2.4523,1.9523,2.4523,1.9523,False,0.000000,0.0000,
